Filename:	D:\Users\Thermal_Users\LeBlanc\Cu ink 8-10-16.tg1d

Time (min)	Weight (mg)
51.067	70.4087
51.083	70.4107
51.100	70.4127
51.117	70.4150
51.133	70.4171
51.150	70.4190
51.167	70.4211
51.183	70.4232
51.200	70.4251
51.217	70.4266
51.233	70.4280
51.250	70.4290
51.267	70.4290
51.283	70.4285
51.300	70.4277
51.317	70.4270
51.333	70.4265
51.350	70.4266
51.367	70.4267
51.383	70.4269
51.400	70.4283
51.417	70.4322
51.433	70.4347
51.450	70.4359
51.467	70.4368
51.483	70.4387
51.500	70.4413
51.517	70.4457
51.533	70.4515
51.550	70.4548
51.567	70.4595
51.583	70.4660
51.600	70.4702
51.617	70.4735
51.633	70.4828
51.650	70.5016
51.667	70.5096
51.683	70.5190
51.700	70.5289
51.717	70.5284
51.733	70.5245
51.750	70.5206
51.767	70.5186
51.783	70.5142
51.800	70.5122
51.817	70.5086
51.833	70.5104
51.850	70.5126
51.867	70.5168
51.883	70.5129
51.900	70.5089
51.917	70.5117
51.933	70.5080
51.950	70.4774
51.967	70.4241
51.983	70.3771
52.000	70.3437
52.017	70.3214
52.033	70.3066
52.050	70.2984
52.067	70.2951
52.083	70.2934
52.100	70.2942
52.117	70.2955
52.133	70.2981
52.150	70.3004
52.167	70.3017
52.183	70.3017
52.200	70.3021
52.217	70.3020
52.233	70.3003
52.250	70.2976
52.267	70.2945
52.283	70.2915
52.300	70.2915
52.317	70.2914
52.333	70.2921
52.350	70.2946
52.367	70.3216
52.383	70.3782
52.400	70.4287
52.417	70.4519
52.433	70.4616
52.450	70.4759
52.467	70.4897
52.483	70.5045
52.500	70.5166
52.517	70.5215
52.533	70.5250
52.550	70.5246
52.567	70.5205
52.583	70.5210
52.600	70.5222
52.617	70.5225
52.633	70.5224
52.650	70.5254
52.667	70.5285
52.683	70.5298
52.700	70.5287
52.717	70.5301
52.733	70.5307
52.750	70.5221
52.767	70.5102
52.783	70.4996
52.800	70.4931
52.817	70.4883
52.833	70.4848
52.850	70.4830
52.867	70.4827
52.883	70.4827
52.900	70.4826
52.917	70.4824
52.933	70.4820
52.950	70.4813
52.967	70.4806
52.983	70.4799
53.000	70.4798
53.017	70.4799
53.033	70.4798
53.050	70.4794
53.067	70.4793
53.083	70.4794
53.100	70.4796
53.117	70.4799
53.133	70.4810
53.150	70.4829
53.167	70.4850
53.183	70.4871
53.200	70.4883
53.217	70.4889
53.233	70.4891
53.250	70.4890
53.267	70.4888
53.283	70.4883
53.300	70.4877
53.317	70.4870
53.333	70.4861
53.350	70.4854
53.367	70.4854
53.383	70.4853
53.400	70.4853
53.417	70.4855
53.433	70.4854
53.450	70.4849
53.467	70.4841
53.483	70.4826
53.500	70.4807
53.517	70.4788
53.533	70.4773
53.550	70.4761
53.567	70.4759
53.583	70.4762
53.600	70.4764
53.617	70.4760
53.633	70.4751
53.650	70.4733
53.667	70.4711
53.683	70.4696
53.700	70.4686
53.717	70.4674
53.733	70.4660
53.750	70.4645
53.767	70.4626
53.783	70.4602
53.800	70.4576
53.817	70.4545
53.833	70.4513
53.850	70.4489
53.867	70.4475
53.883	70.4462
53.900	70.4448
53.917	70.4435
53.933	70.4423
53.950	70.4403
53.967	70.4384
53.983	70.4363
54.000	70.4344
54.017	70.4327
54.033	70.4313
54.050	70.4299
54.067	70.4287
54.083	70.4276
54.100	70.4273
54.117	70.4277
54.133	70.4293
54.150	70.4307
54.167	70.4316
54.183	70.4328
54.200	70.4343
54.217	70.4362
54.233	70.4381
54.250	70.4391
54.267	70.4390
54.283	70.4384
54.300	70.4374
54.317	70.4364
54.333	70.4358
54.350	70.4360
54.367	70.4365
54.383	70.4380
54.400	70.4403
54.417	70.4428
54.433	70.4455
54.450	70.4484
54.467	70.4512
54.483	70.4537
54.500	70.4561
54.517	70.4586
54.533	70.4610
54.550	70.4627
54.567	70.4641
54.583	70.4655
54.600	70.4673
54.617	70.4692
54.633	70.4706
54.650	70.4717
54.667	70.4734
54.683	70.4772
54.700	70.4800
54.717	70.4820
54.733	70.4835
54.750	70.4845
54.767	70.4859
54.783	70.4891
54.800	70.4921
54.817	70.4944
54.833	70.4964
54.850	70.4984
54.867	70.5007
54.883	70.5033
54.900	70.5058
54.917	70.5080
54.933	70.5096
54.950	70.5109
54.967	70.5130
54.983	70.5140
55.000	70.5136
55.017	70.5131
55.033	70.5127
55.050	70.5131
55.067	70.5151
55.083	70.5162
55.100	70.5125
55.117	70.5070
55.133	70.5020
55.150	70.4985
55.167	70.4964
55.183	70.4949
55.200	70.4929
55.217	70.4907
55.233	70.4886
55.250	70.4865
55.267	70.4843
55.283	70.4820
55.300	70.4796
55.317	70.4778
55.333	70.4761
55.350	70.4742
55.367	70.4722
55.383	70.4705
55.400	70.4694
55.417	70.4685
55.433	70.4682
55.450	70.4675
55.467	70.4661
55.483	70.4643
55.500	70.4627
55.517	70.4613
55.533	70.4607
55.550	70.4607
55.567	70.4607
55.583	70.4611
55.600	70.4612
55.617	70.4607
55.633	70.4593
55.650	70.4581
55.667	70.4577
55.683	70.4580
55.700	70.4586
55.717	70.4591
55.733	70.4597
55.750	70.4600
55.767	70.4594
55.783	70.4585
55.800	70.4579
55.817	70.4575
55.833	70.4568
55.850	70.4560
55.867	70.4554
55.883	70.4546
55.900	70.4540
55.917	70.4538
55.933	70.4532
55.950	70.4523
55.967	70.4518
55.983	70.4518
56.000	70.4516
56.017	70.4511
56.033	70.4509
56.050	70.4516
56.067	70.4528
56.083	70.4541
56.100	70.4551
56.117	70.4565
56.133	70.4584
56.150	70.4603
56.167	70.4615
56.183	70.4626
56.200	70.4637
56.217	70.4655
56.233	70.4676
56.250	70.4698
56.267	70.4722
56.283	70.4745
56.300	70.4763
56.317	70.4777
56.333	70.4786
56.350	70.4792
56.367	70.4791
56.383	70.4785
56.400	70.4781
56.417	70.4781
56.433	70.4787
56.450	70.4802
56.467	70.4818
56.483	70.4828
56.500	70.4833
56.517	70.4841
56.533	70.4848
56.550	70.4850
56.567	70.4850
56.583	70.4848
56.600	70.4840
56.617	70.4827
56.633	70.4813
56.650	70.4806
56.667	70.4806
56.683	70.4815
56.700	70.4828
56.717	70.4841
56.733	70.4850
56.750	70.4854
56.767	70.4861
56.783	70.4874
56.800	70.4890
56.817	70.4906
56.833	70.4918
56.850	70.4927
56.867	70.4936
56.883	70.4941
56.900	70.4938
56.917	70.4933
56.933	70.4927
56.950	70.4920
56.967	70.4907
56.983	70.4891
57.000	70.4876
57.017	70.4863
57.033	70.4855
57.050	70.4851
57.067	70.4846
57.083	70.4844
57.100	70.4842
57.117	70.4841
57.133	70.4843
57.150	70.4844
57.167	70.4845
57.183	70.4846
57.200	70.4854
57.217	70.4860
57.233	70.4863
57.250	70.4866
57.267	70.4866
57.283	70.4864
57.300	70.4858
57.317	70.4851
57.333	70.4841
57.350	70.4826
57.367	70.4806
57.383	70.4779
57.400	70.4749
57.417	70.4722
57.433	70.4701
57.450	70.4683
57.467	70.4671
57.483	70.4673
57.500	70.4683
57.517	70.4698
57.533	70.4715
57.550	70.4729
57.567	70.4736
57.583	70.4734
57.600	70.4732
57.617	70.4727
57.633	70.4719
57.650	70.4713
57.667	70.4716
57.683	70.4726
57.700	70.4738
57.717	70.4752
57.733	70.4762
57.750	70.4770
57.767	70.4777
57.783	70.4780
57.800	70.4779
57.817	70.4769
57.833	70.4754
57.850	70.4741
57.867	70.4733
57.883	70.4733
57.900	70.4740
57.917	70.4753
57.933	70.4771
57.950	70.4796
57.967	70.4831
57.983	70.4868
58.000	70.4899
58.017	70.4919
58.033	70.4935
58.050	70.4954
58.067	70.4979
58.083	70.5002
58.100	70.5020
58.117	70.5034
58.133	70.5045
58.150	70.5056
58.167	70.5063
58.183	70.5069
58.200	70.5075
58.217	70.5086
58.233	70.5104
58.250	70.5124
58.267	70.5146
58.283	70.5170
58.300	70.5189
58.317	70.5202
58.333	70.5214
58.350	70.5229
58.367	70.5244
58.383	70.5253
58.400	70.5254
58.417	70.5248
58.433	70.5236
58.450	70.5221
58.467	70.5204
58.483	70.5192
58.500	70.5189
58.517	70.5191
58.533	70.5197
58.550	70.5210
58.567	70.5227
58.583	70.5245
58.600	70.5261
58.617	70.5279
58.633	70.5291
58.650	70.5293
58.667	70.5288
58.683	70.5274
58.700	70.5258
58.717	70.5245
58.733	70.5241
58.750	70.5239
58.767	70.5239
58.783	70.5239
58.800	70.5242
58.817	70.5253
58.833	70.5266
58.850	70.5281
58.867	70.5295
58.883	70.5309
58.900	70.5314
58.917	70.5308
58.933	70.5302
58.950	70.5296
58.967	70.5291
58.983	70.5309
59.000	70.5342
59.017	70.5336
59.033	70.5318
59.050	70.5301
59.067	70.5294
59.083	70.5297
59.100	70.5309
59.117	70.5326
59.133	70.5340
59.150	70.5346
59.167	70.5342
59.183	70.5334
59.200	70.5327
59.217	70.5322
59.233	70.5315
59.250	70.5312
59.267	70.5312
59.283	70.5319
59.300	70.5330
59.317	70.5344
59.333	70.5361
59.350	70.5374
59.367	70.5381
59.383	70.5382
59.400	70.5382
59.417	70.5382
59.433	70.5387
59.450	70.5395
59.467	70.5397
59.483	70.5396
59.500	70.5395
59.517	70.5393
59.533	70.5383
59.550	70.5362
59.567	70.5334
59.583	70.5303
59.600	70.5271
59.617	70.5246
59.633	70.5227
59.650	70.5218
59.667	70.5212
59.683	70.5203
59.700	70.5189
59.717	70.5176
59.733	70.5168
59.750	70.5164
59.767	70.5162
59.783	70.5160
59.800	70.5155
59.817	70.5143
59.833	70.5133
59.850	70.5128
59.867	70.5130
59.883	70.5139
59.900	70.5152
59.917	70.5163
59.933	70.5174
59.950	70.5186
59.967	70.5200
59.983	70.5213
60.000	70.5226
60.017	70.5236
60.033	70.5245
60.050	70.5260
60.067	70.5278
60.083	70.5297
60.100	70.5320
60.117	70.5340
60.133	70.5357
60.150	70.5367
60.167	70.5378
60.183	70.5387
60.200	70.5395
60.217	70.5406
60.233	70.5423
60.250	70.5441
60.267	70.5459
60.283	70.5470
60.300	70.5479
60.317	70.5491
60.333	70.5505
60.350	70.5517
60.367	70.5526
60.383	70.5537
60.400	70.5553
60.417	70.5567
60.433	70.5580
60.450	70.5591
60.467	70.5603
60.483	70.5616
60.500	70.5633
60.517	70.5652
60.533	70.5669
60.550	70.5688
60.567	70.5706
60.583	70.5722
60.600	70.5738
60.617	70.5757
60.633	70.5771
60.650	70.5783
60.667	70.5791
60.683	70.5800
60.700	70.5803
60.717	70.5810
60.733	70.5825
60.750	70.5836
60.767	70.5840
60.783	70.5836
60.800	70.5821
60.817	70.5796
60.833	70.5769
60.850	70.5747
60.867	70.5734
60.883	70.5728
60.900	70.5723
60.917	70.5717
60.933	70.5716
60.950	70.5720
60.967	70.5727
60.983	70.5735
61.000	70.5738
61.017	70.5739
61.033	70.5742
61.050	70.5747
61.067	70.5754
61.083	70.5760
61.100	70.5764
61.117	70.5770
61.133	70.5770
61.150	70.5764
61.167	70.5756
61.183	70.5747
61.200	70.5737
61.217	70.5726
61.233	70.5717
61.250	70.5706
61.267	70.5693
61.283	70.5685
61.300	70.5723
61.317	70.5699
61.333	70.5739
61.350	70.5696
61.367	70.5640
61.383	70.5664
61.400	70.5726
61.417	70.5760
61.433	70.5776
61.450	70.5827
61.467	70.5829
61.483	70.5889
61.500	70.5932
61.517	70.6011
61.533	70.5944
61.550	70.5852
61.567	70.5771
61.583	70.5906
61.600	70.5940
61.617	70.5877
61.633	70.5790
61.650	70.5691
61.667	70.5668
61.683	70.5742
61.700	70.5914
61.717	70.6128
61.733	70.6353
61.750	70.6392
61.767	70.6286
61.783	70.6226
61.800	70.6164
61.817	70.6095
61.833	70.5966
61.850	70.5826
61.867	70.5707
61.883	70.5639
61.900	70.5596
61.917	70.5585
61.933	70.5570
61.950	70.5786
61.967	70.6046
61.983	70.6235
62.000	70.6282
62.017	70.6233
62.033	70.6151
62.050	70.6045
62.067	70.5974
62.083	70.5917
62.100	70.5826
62.117	70.5736
62.133	70.5678
62.150	70.5648
62.167	70.5638
62.183	70.5637
62.200	70.5640
62.217	70.5648
62.233	70.5658
62.250	70.5668
62.267	70.5678
62.283	70.5689
62.300	70.5699
62.317	70.5707
62.333	70.5722
62.350	70.5746
62.367	70.5767
62.383	70.5784
62.400	70.5800
62.417	70.5815
62.433	70.5830
62.450	70.5848
62.467	70.5865
62.483	70.5887
62.500	70.5908
62.517	70.5932
62.533	70.5973
62.550	70.6010
62.567	70.5879
62.583	70.5877
62.600	70.5926
62.617	70.5978
62.633	70.6015
62.650	70.6046
62.667	70.6002
62.683	70.5958
62.700	70.5961
62.717	70.6002
62.733	70.5886
62.750	70.5610
62.767	70.5384
62.783	70.5405
62.800	70.5551
62.817	70.5666
62.833	70.5814
62.850	70.5948
62.867	70.6018
62.883	70.6004
62.900	70.6034
62.917	70.6105
62.933	70.6164
62.950	70.6197
62.967	70.6233
62.983	70.6326
63.000	70.6416
63.017	70.6409
63.033	70.6480
63.050	70.6466
63.067	70.6513
63.083	70.6279
63.100	70.5975
63.117	70.5711
63.133	70.5530
63.150	70.5479
63.167	70.5665
63.183	70.5890
63.200	70.6058
63.217	70.6155
63.233	70.6220
63.250	70.6288
63.267	70.6331
63.283	70.6521
63.300	70.6871
63.317	70.7160
63.333	70.7399
63.350	70.7183
63.367	70.6624
63.383	70.6283
63.400	70.6347
63.417	70.6586
63.433	70.6774
63.450	70.6889
63.467	70.6952
63.483	70.6982
63.500	70.6999
63.517	70.7007
63.533	70.6966
63.550	70.6822
63.567	70.6555
63.583	70.6303
63.600	70.6119
63.617	70.6000
63.633	70.5925
63.650	70.5870
63.667	70.5881
63.683	70.5622
63.700	70.5303
63.717	70.5066
63.733	70.4907
63.750	70.4804
63.767	70.4749
63.783	70.4734
63.800	70.4732
63.817	70.4785
63.833	70.5063
63.850	70.5344
63.867	70.5554
63.883	70.5717
63.900	70.5813
63.917	70.5849
63.933	70.5926
63.950	70.6030
63.967	70.6005
63.983	70.5853
64.000	70.5621
64.017	70.5453
64.033	70.5454
64.050	70.5377
64.067	70.5369
64.083	70.5428
64.100	70.5502
64.117	70.5514
64.133	70.5543
64.150	70.5618
64.167	70.5656
64.183	70.5728
64.200	70.5832
64.217	70.5956
64.233	70.6094
64.250	70.6215
64.267	70.6130
64.283	70.6023
64.300	70.5912
64.317	70.5764
64.333	70.5741
64.350	70.5723
64.367	70.5676
64.383	70.5527
64.400	70.5483
64.417	70.5621
64.433	70.5763
64.450	70.5853
64.467	70.5942
64.483	70.5968
64.500	70.5900
64.517	70.5778
64.533	70.5815
64.550	70.5855
64.567	70.5866
64.583	70.5849
64.600	70.5825
64.617	70.5791
64.633	70.5713
64.650	70.5707
64.667	70.5769
64.683	70.5898
64.700	70.5965
64.717	70.5943
64.733	70.5876
64.750	70.5845
64.767	70.5844
64.783	70.5877
64.800	70.5948
64.817	70.6029
64.833	70.6036
64.850	70.6076
64.867	70.6072
64.883	70.6019
64.900	70.5981
64.917	70.5996
64.933	70.6068
64.950	70.6145
64.967	70.6215
64.983	70.6280
65.000	70.6381
65.017	70.6457
65.033	70.6469
65.050	70.6456
65.067	70.6438
65.083	70.6446
65.100	70.6464
65.117	70.6465
65.133	70.6448
65.150	70.6448
65.167	70.6452
65.183	70.6465
65.200	70.6444
65.217	70.6430
65.233	70.6472
65.250	70.6517
65.267	70.6515
65.283	70.6427
65.300	70.6369
65.317	70.6410
65.333	70.6466
65.350	70.6502
65.367	70.6526
65.383	70.6543
65.400	70.6531
65.417	70.6430
65.433	70.6316
65.450	70.6307
65.467	70.6294
65.483	70.6265
65.500	70.6209
65.517	70.6176
65.533	70.6251
65.550	70.6346
65.567	70.6391
65.583	70.6451
65.600	70.6518
65.617	70.6572
65.633	70.6616
65.650	70.6631
65.667	70.6566
65.683	70.6455
65.700	70.6381
65.717	70.6320
65.733	70.6300
65.750	70.6304
65.767	70.6295
65.783	70.6315
65.800	70.6329
65.817	70.6297
65.833	70.6284
65.850	70.6177
65.867	70.6056
65.883	70.5969
65.900	70.5920
65.917	70.5899
65.933	70.5892
65.950	70.5913
65.967	70.5952
65.983	70.5962
66.000	70.5963
66.017	70.5932
66.033	70.5891
66.050	70.5906
66.067	70.5943
66.083	70.5973
66.100	70.5989
66.117	70.6006
66.133	70.6021
66.150	70.6036
66.167	70.6051
66.183	70.6047
66.200	70.6037
66.217	70.6024
66.233	70.6064
66.250	70.6058
66.267	70.6043
66.283	70.6070
66.300	70.6126
66.317	70.6166
66.333	70.6171
66.350	70.6148
66.367	70.6120
66.383	70.6199
66.400	70.6245
66.417	70.6275
66.433	70.6330
66.450	70.6318
66.467	70.6269
66.483	70.6231
66.500	70.6226
66.517	70.6307
66.533	70.6383
66.550	70.6438
66.567	70.6411
66.583	70.6349
66.600	70.6305
66.617	70.6352
66.633	70.6398
66.650	70.6423
66.667	70.6399
66.683	70.6370
66.700	70.6329
66.717	70.6265
66.733	70.6234
66.750	70.6315
66.767	70.6367
66.783	70.6350
66.800	70.6338
66.817	70.6326
66.833	70.6273
66.850	70.6180
66.867	70.6154
66.883	70.6258
66.900	70.6324
66.917	70.6358
66.933	70.6398
66.950	70.6445
66.967	70.6520
66.983	70.6550
67.000	70.6520
67.017	70.6460
67.033	70.6345
67.050	70.6298
67.067	70.6332
67.083	70.6375
67.100	70.6393
67.117	70.6405
67.133	70.6405
67.150	70.6381
67.167	70.6376
67.183	70.6302
67.200	70.6297
67.217	70.6253
67.233	70.6225
67.250	70.6158
67.267	70.6073
67.283	70.6072
67.300	70.6126
67.317	70.6159
67.333	70.6140
67.350	70.6057
67.367	70.6020
67.383	70.6010
67.400	70.6012
67.417	70.6009
67.433	70.5979
67.450	70.5931
67.467	70.5882
67.483	70.5874
67.500	70.5875
67.517	70.5877
67.533	70.5902
67.550	70.5932
67.567	70.5944
67.583	70.5932
67.600	70.5897
67.617	70.5861
67.633	70.5829
67.650	70.5800
67.667	70.5769
67.683	70.5736
67.700	70.5704
67.717	70.5682
67.733	70.5663
67.750	70.5653
67.767	70.5652
67.783	70.5654
67.800	70.5657
67.817	70.5651
67.833	70.5637
67.850	70.5622
67.867	70.5607
67.883	70.5598
67.900	70.5596
67.917	70.5594
67.933	70.5590
67.950	70.5580
67.967	70.5565
67.983	70.5547
68.000	70.5529
68.017	70.5511
68.033	70.5492
68.050	70.5472
68.067	70.5453
68.083	70.5434
68.100	70.5420
68.117	70.5407
68.133	70.5390
68.150	70.5371
68.167	70.5353
68.183	70.5339
68.200	70.5333
68.217	70.5332
68.233	70.5334
68.250	70.5328
68.267	70.5321
68.283	70.5317
68.300	70.5315
68.317	70.5313
68.333	70.5311
68.350	70.5308
68.367	70.5306
68.383	70.5307
68.400	70.5307
68.417	70.5302
68.433	70.5294
68.450	70.5288
68.467	70.5280
68.483	70.5267
68.500	70.5253
68.517	70.5241
68.533	70.5231
68.550	70.5223
68.567	70.5213
68.583	70.5204
68.600	70.5196
68.617	70.5194
68.633	70.5191
68.650	70.5185
68.667	70.5180
68.683	70.5175
68.700	70.5169
68.717	70.5157
68.733	70.5140
68.750	70.5119
68.767	70.5099
68.783	70.5080
68.800	70.5070
68.817	70.5063
68.833	70.5056
68.850	70.5043
68.867	70.5021
68.883	70.5005
68.900	70.5000
68.917	70.5002
68.933	70.5008
68.950	70.5020
68.967	70.5033
68.983	70.5050
69.000	70.5066
69.017	70.5074
69.033	70.5072
69.050	70.5068
69.067	70.5069
69.083	70.5076
69.100	70.5088
69.117	70.5107
69.133	70.5127
69.150	70.5142
69.167	70.5157
69.183	70.5173
69.200	70.5191
69.217	70.5209
69.233	70.5228
69.250	70.5247
69.267	70.5266
69.283	70.5286
69.300	70.5304
69.317	70.5323
69.333	70.5344
69.350	70.5358
69.367	70.5367
69.383	70.5376
69.400	70.5383
69.417	70.5394
69.433	70.5412
69.450	70.5430
69.467	70.5445
69.483	70.5459
69.500	70.5466
69.517	70.5469
69.533	70.5470
69.550	70.5478
69.567	70.5493
69.583	70.5509
69.600	70.5516
69.617	70.5519
69.633	70.5517
69.650	70.5516
69.667	70.5513
69.683	70.5512
69.700	70.5512
69.717	70.5513
69.733	70.5512
69.750	70.5500
69.767	70.5486
69.783	70.5480
69.800	70.5472
69.817	70.5465
69.833	70.5459
69.850	70.5452
69.867	70.5443
69.883	70.5433
69.900	70.5417
69.917	70.5407
69.933	70.5399
69.950	70.5388
69.967	70.5372
69.983	70.5355
70.000	70.5339
70.017	70.5324
70.033	70.5313
70.050	70.5314
70.067	70.5325
70.083	70.5338
70.100	70.5350
70.117	70.5360
70.133	70.5370
70.150	70.5374
70.167	70.5372
70.183	70.5362
70.200	70.5352
70.217	70.5347
70.233	70.5340
70.250	70.5329
70.267	70.5320
70.283	70.5314
70.300	70.5311
70.317	70.5307
70.333	70.5301
70.350	70.5303
70.367	70.5309
70.383	70.5317
70.400	70.5323
70.417	70.5327
70.433	70.5334
70.450	70.5343
70.467	70.5356
70.483	70.5376
70.500	70.5398
70.517	70.5423
70.533	70.5447
70.550	70.5471
70.567	70.5490
70.583	70.5502
70.600	70.5514
70.617	70.5525
70.633	70.5529
70.650	70.5531
70.667	70.5538
70.683	70.5554
70.700	70.5568
70.717	70.5580
70.733	70.5587
70.750	70.5590
70.767	70.5585
70.783	70.5579
70.800	70.5577
70.817	70.5579
70.833	70.5584
70.850	70.5590
70.867	70.5599
70.883	70.5603
70.900	70.5606
70.917	70.5608
70.933	70.5611
70.950	70.5613
70.967	70.5609
70.983	70.5600
71.000	70.5586
71.017	70.5570
71.033	70.5552
71.050	70.5537
71.067	70.5527
71.083	70.5512
71.100	70.5493
71.117	70.5469
71.133	70.5449
71.150	70.5433
71.167	70.5423
71.183	70.5417
71.200	70.5424
71.217	70.5439
71.233	70.5456
71.250	70.5473
71.267	70.5489
71.283	70.5501
71.300	70.5502
71.317	70.5497
71.333	70.5493
71.350	70.5493
71.367	70.5495
71.383	70.5507
71.400	70.5518
71.417	70.5532
71.433	70.5548
71.450	70.5568
71.467	70.5595
71.483	70.5619
71.500	70.5635
71.517	70.5640
71.533	70.5634
71.550	70.5626
71.567	70.5614
71.583	70.5602
71.600	70.5594
71.617	70.5594
71.633	70.5599
71.650	70.5602
71.667	70.5596
71.683	70.5591
71.700	70.5583
71.717	70.5572
71.733	70.5561
71.750	70.5549
71.767	70.5537
71.783	70.5526
71.800	70.5515
71.817	70.5508
71.833	70.5498
71.850	70.5485
71.867	70.5467
71.883	70.5444
71.900	70.5422
71.917	70.5404
71.933	70.5388
71.950	70.5374
71.967	70.5367
71.983	70.5368
72.000	70.5370
72.017	70.5375
72.033	70.5378
72.050	70.5382
72.067	70.5384
72.083	70.5382
72.100	70.5381
72.117	70.5379
72.133	70.5372
72.150	70.5361
72.167	70.5349
72.183	70.5342
72.200	70.5338
72.217	70.5335
72.233	70.5332
72.250	70.5341
72.267	70.5356
72.283	70.5380
72.300	70.5413
72.317	70.5445
72.333	70.5470
72.350	70.5500
72.367	70.5525
72.383	70.5538
72.400	70.5547
72.417	70.5558
72.433	70.5571
72.450	70.5586
72.467	70.5603
72.483	70.5626
72.500	70.5649
72.517	70.5666
72.533	70.5679
72.550	70.5692
72.567	70.5697
72.583	70.5699
72.600	70.5704
72.617	70.5711
72.633	70.5724
72.650	70.5741
72.667	70.5760
72.683	70.5774
72.700	70.5779
72.717	70.5781
72.733	70.5784
72.750	70.5781
72.767	70.5774
72.783	70.5776
72.800	70.5786
72.817	70.5796
72.833	70.5809
72.850	70.5819
72.867	70.5821
72.883	70.5816
72.900	70.5816
72.917	70.5821
72.933	70.5828
72.950	70.5835
72.967	70.5842
72.983	70.5847
73.000	70.5863
73.017	70.5883
73.033	70.5895
73.050	70.5892
73.067	70.5876
73.083	70.5857
73.100	70.5846
73.117	70.5838
73.133	70.5834
73.150	70.5835
73.167	70.5837
73.183	70.5839
73.200	70.5834
73.217	70.5827
73.233	70.5820
73.250	70.5812
73.267	70.5798
73.283	70.5778
73.300	70.5754
73.317	70.5726
73.333	70.5698
73.350	70.5671
73.367	70.5645
73.383	70.5624
73.400	70.5608
73.417	70.5589
73.433	70.5568
73.450	70.5548
73.467	70.5530
73.483	70.5517
73.500	70.5509
73.517	70.5509
73.533	70.5513
73.550	70.5513
73.567	70.5511
73.583	70.5505
73.600	70.5493
73.617	70.5474
73.633	70.5450
73.650	70.5420
73.667	70.5389
73.683	70.5366
73.700	70.5358
73.717	70.5360
73.733	70.5369
73.750	70.5379
73.767	70.5389
73.783	70.5398
73.800	70.5413
73.817	70.5431
73.833	70.5448
73.850	70.5463
73.867	70.5476
73.883	70.5487
73.900	70.5499
73.917	70.5510
73.933	70.5510
73.950	70.5500
73.967	70.5487
73.983	70.5477
74.000	70.5473
74.017	70.5472
74.033	70.5471
74.050	70.5469
74.067	70.5468
74.083	70.5463
74.100	70.5457
74.117	70.5455
74.133	70.5462
74.150	70.5469
74.167	70.5470
74.183	70.5467
74.200	70.5458
74.217	70.5449
74.233	70.5442
74.250	70.5437
74.267	70.5439
74.283	70.5445
74.300	70.5448
74.317	70.5453
74.333	70.5461
74.350	70.5470
74.367	70.5472
74.383	70.5466
74.400	70.5456
74.417	70.5442
74.433	70.5426
74.450	70.5411
74.467	70.5394
74.483	70.5375
74.500	70.5355
74.517	70.5344
74.533	70.5344
74.550	70.5348
74.567	70.5354
74.583	70.5372
74.600	70.5390
74.617	70.5408
74.633	70.5427
74.650	70.5442
74.667	70.5457
74.683	70.5471
74.700	70.5475
74.717	70.5477
74.733	70.5469
74.750	70.5459
74.767	70.5446
74.783	70.5432
74.800	70.5417
74.817	70.5404
74.833	70.5391
74.850	70.5384
74.867	70.5373
74.883	70.5359
74.900	70.5342
74.917	70.5326
74.933	70.5314
74.950	70.5309
74.967	70.5308
74.983	70.5312
75.000	70.5313
75.017	70.5303
75.033	70.5290
75.050	70.5279
75.067	70.5266
75.083	70.5250
75.100	70.5230
75.117	70.5213
75.133	70.5200
75.150	70.5185
75.167	70.5166
75.183	70.5150
75.200	70.5138
75.217	70.5127
75.233	70.5113
75.250	70.5100
75.267	70.5094
75.283	70.5094
75.300	70.5097
75.317	70.5096
75.333	70.5088
75.350	70.5074
75.367	70.5059
75.383	70.5045
75.400	70.5037
75.417	70.5042
75.433	70.5052
75.450	70.5057
75.467	70.5057
75.483	70.5059
75.500	70.5059
75.517	70.5058
75.533	70.5053
75.550	70.5046
75.567	70.5038
75.583	70.5028
75.600	70.5025
75.617	70.5029
75.633	70.5043
75.650	70.5060
75.667	70.5070
75.683	70.5076
75.700	70.5069
75.717	70.5055
75.733	70.5051
75.750	70.5055
75.767	70.5057
75.783	70.5062
75.800	70.5072
75.817	70.5088
75.833	70.5111
75.850	70.5135
75.867	70.5157
75.883	70.5173
75.900	70.5183
75.917	70.5189
75.933	70.5194
75.950	70.5200
75.967	70.5210
75.983	70.5227
76.000	70.5251
76.017	70.5284
76.033	70.5322
76.050	70.5359
76.067	70.5392
76.083	70.5417
76.100	70.5434
76.117	70.5443
76.133	70.5443
76.150	70.5436
76.167	70.5424
76.183	70.5409
76.200	70.5392
76.217	70.5375
76.233	70.5361
76.250	70.5349
76.267	70.5339
76.283	70.5331
76.300	70.5323
76.317	70.5320
76.333	70.5321
76.350	70.5329
76.367	70.5336
76.383	70.5343
76.400	70.5351
76.417	70.5362
76.433	70.5375
76.450	70.5386
76.467	70.5392
76.483	70.5399
76.500	70.5406
76.517	70.5416
76.533	70.5423
76.550	70.5429
76.567	70.5435
76.583	70.5443
76.600	70.5459
76.617	70.5476
76.633	70.5488
76.650	70.5496
76.667	70.5497
76.683	70.5492
76.700	70.5475
76.717	70.5451
76.733	70.5425
76.750	70.5410
76.767	70.5408
76.783	70.5415
76.800	70.5428
76.817	70.5445
76.833	70.5454
76.850	70.5458
76.867	70.5457
